name,calories,totalfat,carbs,protein
"KELLO'S, Chocolate Chip, Pancakes, EO",253,8.2,39.90 ,5.50
"Ice creams, 98% Fat Free Vanilla, BREYERS",137,2.2,30.51 ,3.30
"Puddins, fat free, ready-to-eat, tapioca",94,0.4,21.31 ,1.44
"Puddins, fat free, ready-to-eat, vanilla",89,0,20.16 ,2.02
"FAMOUS AMOS, Chocolate Chip Pecan Cookies",519,27,63.80 ,5.80
"Cookies, made with rice cereal, chocolate",440,19,63.26 ,3.23
"Olives, reen, canned or bottled, pickled",145,15,3.84 ,1.03
"Beveraes, Limeade, Lemonada, MINUTE MAID",50,0,13.75 ,0.00
"Caribou, raw (Alaska Native), bone marrow",786,84,0.00 ,6.70
"Candies, BIT-O'-HONEY Candy Chews, NESTLE",375,7.5,80.89 ,2.00
"Jams, reduced suar, marmalade, preserves",151,0.1,37.60 ,0.00
"Squash, with salt, baked, hubbard, winter",50,0.6,10.81 ,2.48
"Sauce, oriinal, KC MASTERPIECE, barbecue",160,0.5,37.92 ,1.00
"Dip, medium, Cheese 'n Salsa, OLD EL PASO",129,8.4,10.65 ,2.70
"Pie, prepared from recipe, lemon merinue",285,13,39.10 ,3.80
"MURRAY, Coconut Cookies, SOUTHERN KITCHEN",511,26,65.50 ,5.70
"Pasta, cooked, made without e, homemade",124,1,25.12 ,4.37
"Chicken, raw, iblets, broilers or fryers",124,4.5,1.80 ,17.88
"Turnip reens, solids and liquids, canned",14,0.3,2.42 ,1.36
"Rose Hips, wild (Northern Plains Indians)",162,0.3,38.22 ,1.60
"Sea lion, kidney (Alaska Native), Steller",93,1.7,1.40 ,18.10
"Beef, raw, 95% lean meat / 5% fat, round",137,5,0.00 ,21.41
"KEEBLER, Reduced Fat Crackers, TOWN HOUSE",431,11,77.10 ,6.60
"Candies, with peanut butter, honey-combed",486,20,67.41 ,8.72
"Biscuits, refrierated douh, mixed rain",263,5.6,47.40 ,6.10
"ARCHWAY Home Style Cookies, Iced Molasses",420,14,69.12 ,3.50
"Blueberries, drained, liht syrup, canned",88,0.4,22.66 ,1.04
"Prunes, stewed, dehydrated (low-moisture)",113,0.2,29.70 ,1.23
KRAFT BREAKSTONE'S Reduced Fat Sour Cream,152,12,6.50 ,4.50
"Beveraes, low carb, MONSTER enery drink",5,0,1.38 ,0.00
"Peanuts, with salt, oil-roasted, virinia",578,49,19.86 ,25.87
"KEEBLER, Holiday, inerbread Men Cookies",444,13,77.90 ,4.90
"Peanuts, with salt, oil-roasted, valencia",589,51,16.30 ,27.04
"Puff pastry, baked, ready-to-bake, frozen",558,39,45.70 ,7.40
"Candies, HERSHEY'S POT OF OLD Almond Bar",577,38,44.89 ,12.82
"Candies, with rice cereal, milk chocolate",511,29,59.67 ,7.64
"Candies, MILKY WAY Bar, MARS SNACKFOOD US",456,17,71.17 ,4.01
"Babyfood, junior, mixed veetable, dinner",34,0.1,7.88 ,1.01
"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",274,12,30.00 ,12.23
"Puddins, reular, dry mix, coconut cream",434,11,81.84 ,1.00
"Puddins, instant, dry mix, coconut cream",415,10,83.50 ,0.90
"Turkey, roasted, cooked, meat only, whole",159,3.8,0.00 ,29.06
"Soup, condensed, canned, cream of chicken",90,5.8,7.16 ,2.38
"Babyfood, junior, tropical fruit, dessert",60,0,16.40 ,0.20
"Pie crust, unbaked, reular, refrierated",445,25,51.11 ,2.97
"Waxourd, raw, (chinese preservin melon)",13,0.2,3.00 ,0.40
"Beef, raw, 93% lean meat / 7% fat, round",152,7,0.00 ,20.85
"Beef, raw, 97% lean meat / 3% fat, round",121,3,0.00 ,21.98
"Fish, dry heat, cooked, Atlantic, herrin",203,12,0.00 ,23.03
"Babyfood, dry, with bananas, rice, cereal",404,4.2,79.90 ,8.70
"Cereals ready-to-eat, KASHI Berry Blossom",322,3,83.09 ,7.50
"KEEBLER, KEEBLER Chocolate raham SELECTS",465,17,71.80 ,7.10
"Restaurant, chicken tenders, family style",302,17,19.29 ,18.88
"Macaroni and Cheese, microwavable, canned",134,6,13.96 ,5.98
"MURRAY, Old Fashioned inersnaps Cookies",463,16,73.90 ,5.10
"Beans, canned, mature seeds, black turtle",91,0.3,16.55 ,6.03
HORMEL Pillow Pak Sliced Turkey Pepperoni,243,12,3.78 ,30.99
"Fish, dried (Alaska Native), chum, salmon",378,14,0.00 ,62.09
"Pancakes, prepared from recipe, blueberry",222,9.2,29.00 ,6.10
"Babyfood, junior, reen beans, veetables",24,0.1,5.80 ,1.20
"Soup, ready-to-serve, canned, chunky beef",66,1.1,10.08 ,3.97
"Soup, dry, powder, beef broth or bouillon",213,8.9,17.40 ,15.97
"Snacks, buckwheat, brown rice, rice cakes",380,3.5,80.10 ,9.00
"LOMA LINDA Bi Franks, unprepared, canned",218,12,5.80 ,21.50
"Beef, cooked, brisket, corned beef, cured",251,19,0.47 ,18.17
"Oil, ultra low linolenic, soy, industrial",884,100,0.00 ,0.00
"KEEBLER, Club & Cheddar Sandwich Crackers",494,24,61.30 ,8.40
"Blueberries, frozen (Alaska Native), wild",44,0,10.40 ,0.70
"Whale, raw (Alaska Native), liver, belua",117,3.9,2.00 ,18.40
"Oil, hih oleic (70% and over), sunflower",884,100,0.00 ,0.00
"Lasana with meat sauce, prepared, frozen",135,4.9,15.36 ,7.28
"Mushrooms, without salt, cooked, shiitake",56,0.2,14.39 ,1.56
"Bread, multi-rain (includes whole-rain)",265,4.2,43.34 ,13.36
"KEEBLER, Saltines with Whole Wheat, ZESTA",416,9.6,75.10 ,8.40
"Salad Dressin, fat-free, mayonnaise-like",84,2.7,15.50 ,0.20
"Leeks, raw, (bulb and lower leaf-portion)",61,0.3,14.15 ,1.50
"Soup, condensed, canned, chicken mushroom",100,4.8,11.95 ,1.61
"Cereals ready-to-eat, RALSTON Corn Flakes",357,0.9,88.01 ,5.90
"Milk, with lauric acid oil, fluid, filled",63,3.4,4.74 ,3.33
"Salad dressin, fat-free, french dressin",132,0.3,32.14 ,0.20
"Beans, plain or veetarian, canned, baked",94,0.4,21.14 ,4.75
"Cereals ready-to-eat, TRIX, ENERAL MILLS",384,3.8,86.19 ,4.90
"ARCHWAY Home Style Cookies, Peanut Butter",480,24,58.48 ,9.00
"Pie, commercially prepared, coconut creme",298,17,37.30 ,2.10
"Peanut butter, without salt, smooth style",598,51,22.31 ,22.21
"Tortilla, Sakwavikaviki (Hopi), blue corn",276,1.4,58.12 ,7.83
"Salad dressin, fat-free, ranch dressin",119,1.9,26.51 ,0.25
"WORTHINTON Choplets, unprepared, canned",103,1,4.10 ,19.40
"Snacks, 94% fat free, microwave, popcorn",402,6.1,76.04 ,10.72
"Beveraes, powder, lemonade-flavor drink",380,1,97.90 ,0.00
"Bread, prepared from recipe, whole-wheat",278,5.4,51.40 ,8.40
"Babyfood, toddler, beef and rice, dinner",82,2.9,8.80 ,5.00
"ARCHWAY Home Style Cookies, Frosty Lemon",430,17,64.78 ,4.41
"Fish, dry heat, cooked, european, turbot",122,3.8,0.00 ,20.58
"PEPPERIDE FARM, Liht Style Wheat Bread",256,1.9,45.60 ,0.01
"Fish, dry heat, cooked, Pacific, herrin",250,18,0.00 ,21.01
"Fish, dry heat, cooked, freshwater, drum",153,6.3,0.00 ,22.49
"Babyfood, junior, chicken noodle, dinner",55,1.2,8.79 ,2.37
"KEEBLER, Buttercrisps Crackers, TOASTEDS",495,24,65.00 ,5.50
"Applesauce, with salt, sweetened, canned",76,0.2,19.91 ,0.18
"Soup, SWANSON Chicken Broth 99% Fat Free",4,0.2,0.14 ,0.54
"Dock, with salt, drained, boiled, cooked",20,0.6,2.93 ,1.83
"Nuts, unpeeled, raw, european, chestnuts",213,2.3,45.54 ,2.42
"Cookies, reular, peanut butter sandwich",478,21,65.60 ,8.80
"Dutch brand loaf, pork and beef, chicken",273,23,3.93 ,12.00
"Beveraes, Diet Cran Cherry, OCEAN SPRAY",4,0,0.70 ,0.21
"Alcoholic beverae, sweet, dessert, wine",160,0,13.69 ,0.20
"Turkey, simmered, cooked, iblets, whole",173,6.6,0.00 ,26.44
"Salad dressin, reular, caesar dressin",542,58,3.30 ,2.17
"Fish, raw, Atlantic and Pacific, halibut",91,1.3,0.00 ,18.56
"Rice, UNCLE BEN'S, dry, parboiled, brown",370,2.8,78.68 ,7.60
"WENDY'S, Ultimate Chicken rill Sandwich",179,5,18.88 ,14.73
"Babyfood, strained, dutch apple, dessert",75,0.4,19.74 ,0.20
"Babyfood, strained, peach melba, dessert",60,0,16.50 ,0.20
"Babyfood, junior, peach cobbler, dessert",67,0,18.30 ,0.30
"Canada oose, raw, skinless, breast meat",133,4,0.00 ,24.31
"PEPPERIDE FARM, Farmhouse Oatmeal Bread",275,4.1,50.70 ,0.01
"PEPPERIDE FARM, Hamburer Buns w/Sesame",280,4.1,49.90 ,0.01
"Rolls, whole wheat, hamburer or hot do",269,4.4,44.93 ,12.38
"Chicken pot pie, prepared, frozen entree",204,12,19.21 ,5.11
"Beveraes, Cran Pomeranate, OCEAN SPRAY",47,0,12.56 ,0.07
"Cookie, with icin or coatin, chocolate",507,24,67.87 ,4.50
"Pasta, with added salt, enriched, cooked",157,0.9,30.59 ,5.80
"Soup, condensed, canned, mushroom barley",61,1.8,9.60 ,1.50
"rapefruit, all areas, pink and red, raw",42,0.1,10.66 ,0.77
"MURRAY, Fude Dipped rahams, SUAR FREE",483,28,63.30 ,5.70
"Frostins, ready-to-eat, creamy, vanilla",418,16,67.89 ,0.00
"KASHI, Frozen Entree, Chicken Florentine",106,3.4,11.00 ,7.90
"Cookies, commercially prepared, brownies",405,16,63.90 ,4.80
"Mushrooms, drained solids, canned, straw",32,0.7,4.64 ,3.83
"SUNSHINE, Hot & Spicy Crackers, CHEEZ-IT",513,26,61.20 ,8.30
"Mollusks, raw, mixed species, cuttlefish",79,0.7,0.82 ,16.24
"Olives, canned (small-extra lare), ripe",115,11,6.26 ,0.84
"Babyfood, strained, apple yourt dessert",96,1.6,19.50 ,0.80
"Apples, with skin, olden delicious, raw",57,0.2,13.60 ,0.28
"Pie, prepared from recipe, vanilla cream",278,14,32.60 ,4.80
"Lamb, raw, kidney, imported, New Zealand",84,2.5,0.03 ,15.21
"Okra, with salt, drained, boiled, cooked",22,0.2,4.51 ,1.87
"KASHI, Oriinal, H2H Woven Wheat Cracker",396,12,73.40 ,10.60
"Bread stuffin, prepared, dry mix, bread",195,12,18.84 ,2.73
"Crackers, low-sodium, fat-free, saltines",393,1.6,82.30 ,10.50
"Cereals ready-to-eat, Waffle Crisp, Post",390,5,83.00 ,6.60
"ravy, slow roast, beef, FRANCO-AMERICAN",42,0.9,5.08 ,1.69
"ravy, microwavable, chicken, CAMPBELL'S",67,5,5.00 ,0.00
"Passion-fruit, raw, purple, (ranadilla)",97,0.7,23.38 ,2.20
"Babyfood, dry fortified, oatmeal, cereal",394,6.4,73.47 ,10.99
"Cereals ready-to-eat, KIX, ENERAL MILLS",357,3.5,82.82 ,7.69
"Sea lion, heart (Alaska Native), Steller",102,3.3,1.00 ,17.00
"Sea lion, liver (Alaska Native), Steller",137,5,0.00 ,22.90
"KELLO'S, Multirain Crackers, ALL-BRAN",415,20,65.70 ,8.60
"Beef, cooked, separable fat, retail cuts",680,70,0.00 ,10.65
"Tomato juice, without salt added, canned",17,0.3,3.53 ,0.85
"Cereals ready-to-eat, RALSTON CRISP RICE",394,1.3,86.22 ,6.69
"Fast foods, with beans and beef, burrito",191,7.5,19.52 ,11.52
"Corn flour, unenriched, deermed, yellow",375,1.4,82.75 ,5.59
"Alcoholic beverae, canned, whiskey sour",119,0,13.40 ,0.00
"Peanuts, with salt, oil-roasted, spanish",579,49,17.45 ,28.01
"Beveraes, canned, Clam and tomato juice",48,0.2,10.95 ,0.60
"Beans, raw, sprouted, mature seeds, navy",67,0.7,13.05 ,6.15
"Babyfood, strained, chicken soup, dinner",50,1.7,7.20 ,1.60
"Oil, linoleic (less than 60%), sunflower",884,100,0.00 ,0.00
"Restaurant, sweet and sour pork, Chinese",270,16,23.34 ,8.91
"Beveraes, with chicory, instant, coffee",355,0.2,78.90 ,9.30
"KELLO'S, Chocolate Chip, Waffles, EO",291,10,44.80 ,5.80
"Babyfood, strained, banana apple dessert",68,0.2,16.30 ,0.30
"Restaurant, assorted, e rolls, Chinese",250,12,27.29 ,8.28
"Restaurant, beef and veetables, Chinese",105,5.3,7.29 ,7.08
"Rice, enriched, raw, medium-rain, white",360,0.6,79.34 ,6.61
"Rice, Chinese restaurant, steamed, white",151,0.3,33.88 ,3.20
"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",298,14,30.49 ,11.97
"SUNSHINE, Pepper Jack Crackers, CHEEZ-IT",503,25,61.90 ,8.80
"Cereals ready-to-eat, KASHI Simply Maize",371,3.4,83.30 ,7.80
"Fish, raw (Alaska Native), meat, lincod",79,0.8,0.00 ,17.90
"Soup, condensed, canned, cream of celery",72,4.5,7.03 ,1.32
"PEPPERIDE FARM, Seeded Jewish Rye Bread",256,2.8,48.40 ,0.01
"BURER KIN, with cheese, DOUBLE WHOPPER",266,17,13.52 ,14.47
"Babyfood, strained, creamed, corn, veetables",57,0.4,14.10 ,1.40
"Frankfurter, fat free, and turkey, pork, beef",109,1.6,11.21 ,12.50
"Cereals, dry, plain, fortified, instant, oats",362,6.9,69.52 ,11.92
"Celery, without salt, drained, boiled, cooked",18,0.2,4.00 ,0.83
"Crustaceans, raw, mixed species, spiny lobster",112,1.5,2.43 ,20.60
"Ice cream bar, covered with chocolate and nuts",303,26,11.89 ,5.62
"MURRAY, Iced Oatmeal Cookies, SOUTHERN KITCHEN",467,18,69.50 ,6.50
"Restaurant, spahetti with meat sauce, Italian",121,3.6,16.40 ,5.79
"Fruit juice smoothie, BLUE MACHINE, NAKED JUICE",71,0,16.67 ,0.42
"CAMPBELL'S Red and White, condensed, Beef Broth",12,0,0.81 ,2.42
"Turkey, raw, meat and skin, breast, all classes",157,7,0.00 ,21.89
"KEEBLER, Bistro Multirain Crackers, TOWN HOUSE",460,20,67.00 ,7.30
"Limeade, prepared with water, frozen concentrate",52,0,13.79 ,0.00
"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",280,11,31.55 ,12.86
"KASHI, Frozen Entree, Lemonrass Coconut Chicken",104,2.8,13.40 ,6.30
"Cookies, special dietary, peanut butter sandwich",535,34,50.80 ,10.00
"PIZZA HUT 14"" Sausae Pizza, THIN 'N CRISPY Crust",323,17,28.70 ,13.95
"Pineapple, solids and liquids, juice pack, canned",60,0.1,15.70 ,0.42
"Pineapple, solids and liquids, water pack, canned",32,0.1,8.30 ,0.43
"KELLO'S, E & Cheese, Biscuit Scramblers, EO",254,7.6,38.30 ,8.80
"Lambsquarters, with salt, drained, boiled, cooked",32,0.7,5.00 ,3.20
"SAE VALLEY, luten Free Vanilla Sandwich Cookies",499,22,71.88 ,3.13
"USDA Commodity, canned, meatless, spahetti sauce",48,0.9,8.70 ,1.20
"Rice cake, cracker (include hain mini rice cakes)",392,4.3,81.10 ,7.10
"USDA Commodity, raw, frozen, patties (100%), beef",204,16,0.00 ,14.63
"Potatoes, with salt, skin, cooked in skin, boiled",78,0.1,17.20 ,2.86
"Vitasoy USA, Oranic Nasoya Super Firm Cubed Tofu",118,6.3,2.80 ,12.40
"Snacks, fruit, NUTRI-RAIN Cereal Bars, KELLO'S",365,8.7,67.61 ,4.22
"McDONALD'S, Premium rilled Chicken Club Sandwich",221,8.1,19.87 ,17.19
"Taquitos, oven-heated, chicken and cheese, frozen",284,13,33.63 ,9.21
"Turkey, roasted, meat only, from whole bird, win",147,2.1,0.00 ,30.13
"Snacks, yourt covered with vitamin C, candy bits",415,7.5,86.90 ,0.00
"Chicken, back meat only, BBQ, rotisserie, broiler",212,14,0.31 ,21.85
"KASHI Spinach Artichoke Pasta, unprepared, frozen",103,3.4,15.10 ,5.00
"Cereals ready-to-eat, LUCKY CHARMS, ENERAL MILLS",380,5,80.89 ,7.67
"Cookies, baked, refrierated douh, peanut butter",503,28,57.30 ,9.10
"Frozen novelties, No Suar Added CREAMSICLE Pops",72,0.6,12.88 ,3.69
"Fast foods, and bacon, cheese, with e, biscuit",301,17,24.44 ,12.01
"PEPPERIDE FARM, 100% Whole Wheat Hamburer Buns",257,3.1,43.20 ,0.01
"WORTHINTON Low Fat Fri Chik, unprepared, canned",102,2.7,4.90 ,14.30
"WORTHINTON FriChik Oriinal, unprepared, canned",160,10,3.40 ,13.40
"Vitasoy USA Oranic Nasoya, Tofu Plus Extra Firm",92,4.9,1.82 ,10.18
"Veal, raw, thymus, variety meats and by-products",101,3.1,0.00 ,17.21
"Veal, raw, spleen, variety meats and by-products",98,2.2,0.00 ,18.30
"Lamb, raw, spleen, variety meats and by-products",101,3.1,0.00 ,17.20
"Ice creams, chocolate, low carbohydrate, reular",237,13,26.80 ,3.80
"Crackers, saltines (includes oyster, soda, soup)",418,8.6,74.05 ,9.46
"Crackers, sandwich-type with cheese fillin, rye",481,22,60.80 ,9.20
"Restaurant, bunuelos (fried yeast bread), Latino",462,26,48.57 ,8.02
"Beets, solids and liquids, no salt added, canned",28,0.1,6.57 ,0.80
"SUNSHINE, Italian Four Cheese Crackers, CHEEZ-IT",500,25,62.40 ,8.40
"Crustaceans, moist heat, cooked, duneness, crab",110,1.2,0.95 ,22.32
"Fish, dry heat, cooked, mixed species, whitefish",172,7.5,0.00 ,24.47
"Babyfood, strained, arden veetable, veetables",32,0.2,6.80 ,2.30
"KEEBLER, Party Pack Cracker Assortment, TOASTEDS",483,23,64.40 ,6.50
"Mararine, soybean (hydroenated), hard, reular",719,81,0.90 ,0.90
"Crackers, low salt, reular, standard snack-type",502,25,61.00 ,7.40
"Apricot nectar, with added ascorbic acid, canned",56,0.1,14.39 ,0.37
"HEALTHY REQUEST, condensed, Cream of Celery Soup",56,1.6,9.68 ,0.81
"Frozen novelties, FUDSICLE pops, No Suar Added",124,1.9,23.11 ,3.67
"Beveraes, EVIAN, non-carbonated, bottled, water",0,0,0.00 ,0.00
"Mountain yam, with salt, steamed, cooked, hawaii",82,0.1,19.99 ,1.73
"Lentils, with salt, stir-fried, cooked, sprouted",101,0.5,21.25 ,8.80
"KEEBLER, Toast & Peanut Butter Sandwich Crackers",489,24,60.20 ,10.60
"Snacks, baked, restructured, white, potato chips",469,18,71.40 ,5.00
"Alcoholic beverae, 86 proof, whiskey, distilled",250,0,0.10 ,0.00
"Lentils, with salt, boiled, cooked, mature seeds",114,0.4,19.54 ,9.02
CAMPBELL'S Homestyle Potato Broccoli Cheese Soup,65,3.7,6.94 ,1.22
"Cookies, reular, commercially prepared, oatmeal",450,18,68.70 ,6.20
"Fast foods, and ham, cheese, with e, croissant",261,15,18.98 ,12.45
"Cereals, dry, plain, instant, corn rits, QUAKER",343,2.1,78.42 ,7.31
Soy sauce made from hydrolyzed veetable protein,60,0.5,7.84 ,7.00
"Alcoholic Beverae, Pinot Noir, red, table, wine",82,0,2.31 ,0.07
"roundcherries, raw, (cape-ooseberries or poha)",53,0.7,11.20 ,1.90
"Rolls, wheat/cracked wheat, hamburer or hot do",269,3.6,47.31 ,11.69
"DENNY'S, fried, battered or breaded, fish fillet",234,12,17.41 ,13.75
"Alcoholic beverae, Rieslin, white, table, wine",80,0,3.74 ,0.07
"Pizza, cooked, frozen, thick crust, meat toppin",274,12,30.76 ,11.76
"Soup, condensed, canned, manhattan, clam chowder",61,1.8,9.74 ,1.74
"MURRAY, Lemon Creme Sandwich Cookies, SUAR FREE",469,24,68.30 ,4.90
"Cereals ready-to-eat, KELLO'S MUESLIX, KELLO",355,5.4,74.90 ,8.60
"Cornmeal, enriched, deermed, self-risin, white",355,1.7,74.79 ,8.41
"Babyfood, junior, applesauce and cherries, fruit",51,0,14.10 ,0.00
"Babyfood, junior, applesauce and apricots, fruit",47,0.2,12.40 ,0.20
"Cookies, enriched, commercially prepared, butter",467,19,68.90 ,6.10
"SPAHETTIOS, SpahettiOs A to Z's with Meatballs",95,2.8,12.70 ,4.37
"Soup, condensed, canned, tomato beef with noodle",112,3.4,16.87 ,3.55
"Escarole, no salt added, drained, boiled, cooked",19,0.2,3.07 ,1.15
"Babyfood, strained, creamed, spinach, veetables",37,1.3,5.70 ,2.50
"CAMPBELL'S CHUNKY Soups, Hearty Beef Barley Soup",56,0.9,8.98 ,2.89
"Fruit juice smoothie, REEN MACHINE, NAKED JUICE",53,0.3,12.53 ,0.60
"Crustaceans, home recipe, crab cakes, blue, crab",155,7.5,0.48 ,20.21
"Beef, raw, thymus, variety meats and by-products",236,20,0.00 ,12.18
"Beef, raw, spleen, variety meats and by-products",105,3,0.00 ,18.30
"Beef, raw, tonue, variety meats and by-products",224,16,3.68 ,14.90
"Lettuce, raw, iceber (includes crisphead types)",14,0.1,2.97 ,0.90
"MURRAY, Chocolate Chip Cookies, SOUTHERN KITCHEN",493,24,66.50 ,5.50
"Fish, drained solids, canned in oil, white, tuna",186,8.1,0.00 ,26.53
"Okra, with salt, drained, boiled, cooked, frozen",34,0.2,6.41 ,1.63
"CAMPBELL'S Red and White, condensed, Lentil Soup",111,0.8,19.05 ,6.35
"Duck, meat (Alaska Native), white-wined, scoter",84,0.4,0.00 ,20.20
"Fish, raw (Alaska Native), coho (silver), salmon",140,5.6,0.00 ,22.56
"Crackers, LA MODERNA RIKIS CREAM CRACKERS, cream",464,20,64.88 ,7.19
"Beans, raw, mature seeds, california red, kidney",330,0.3,59.80 ,24.37
"Cereals ready-to-eat, Honey BUZZERS, MALT-O-MEAL",379,1.7,89.66 ,3.45
"Milk, with added vitamin D, 3.25% milkfat, whole",61,3.3,4.80 ,3.15
"Cereals ready-to-eat, KASHI 7 Whole rain Flakes",337,1.5,81.40 ,11.00
"Butterbur, without salt, drained, boiled, cooked",8,0,2.16 ,0.23
"Burdock root, with salt, drained, boiled, cooked",88,0.1,21.15 ,2.09
"Beans, with pork and tomato sauce, canned, baked",94,0.9,18.69 ,5.15
"Cereals ready-to-eat, QUAKER Puffed Rice, QUAKER",383,0.9,87.78 ,7.01
"Chard, with salt, drained, boiled, cooked, swiss",20,0.1,4.13 ,1.88
"Crustaceans, raw (not previously frozen), shrimp",85,0.5,0.00 ,20.10
"MORNINSTAR FARMS Veie Do, unprepared, frozen",126,1.3,11.20 ,17.40
"Cookies, lowfat, plain or honey, raham crackers",386,5.7,77.96 ,5.71
"Cereals ready-to-eat, KELLO SCOOBY-DOO! cereal",376,4.1,84.00 ,8.60
"Beveraes, Orchard Blend, V8 SPLASH Juice Drinks",33,0,7.82 ,0.00
"Biscuits, prepared, dry mix, plain or buttermilk",335,12,48.40 ,7.30
"WORTHINTON Veetable Steaks, unprepared, canned",113,1.2,5.10 ,20.70
"Fish, dry heat, cooked, farmed, Atlantic, salmon",206,12,0.00 ,22.10
"Fish, dry heat, cooked, farmed, channel, catfish",144,7.2,0.00 ,18.44
"Babyfood, strained, veetables and bacon, dinner",69,3,8.81 ,1.92
KRAFT VELVEETA Pasteurized Process Cheese Spread,303,22,9.80 ,16.30
"Beans, unprepared, frozen, immature seeds, pinto",170,0.5,32.50 ,9.80
"Cereals, dry, 1 minute cook time, CREAM OF WHEAT",359,1.5,72.63 ,11.77
"Veal, raw, tonue, variety meats and by-products",131,5.5,1.91 ,17.18
"Lamb, raw, tonue, variety meats and by-products",222,17,0.00 ,15.70
"Chicken, raw, meat only, le, broilers or fryers",120,4.2,0.00 ,19.16
"Sweeteners, SPLENDA packets, sucralose, tabletop",336,0,91.17 ,0.00
"Babyfood, junior, veetables and chicken, dinner",53,1.1,8.66 ,2.04
"Pork sausae, unheated, fully cooked, link/patty",392,37,0.69 ,13.46
"Cereals ready-to-eat, KELLO'S CRISPIX, KELLO",378,0.8,87.19 ,6.59
"Beveraes, sweetened, ready-to-drink, reen, tea",27,0.2,6.20 ,0.00
"Chicken, barbecue flavored, lazed, frozen, win",211,13,3.34 ,19.67
"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust",303,14,28.64 ,15.29
"Soup, chunk style, low sodium, beef and mushroom",69,2.3,9.58 ,4.30
"Arrowhead, without salt, drained, boiled, cooked",78,0.1,16.14 ,4.49
"Peppers, unprepared, chopped, frozen, red, sweet",20,0.2,4.45 ,1.08
"Sweet potato, drained solids, syrup pack, canned",108,0.3,25.36 ,1.28
"Fish, dry (Alaska Native), Pacific, herrin es",312,6.6,2.80 ,60.40
"Macaroni and cheese loaf, pork and beef, chicken",228,15,11.63 ,11.76
"Beveraes, frozen concentrate, Fruit punch drink",162,0,41.40 ,0.20
"Cereals ready-to-eat, COCOA PUFFS, ENERAL MILLS",383,5.2,83.70 ,5.60
"Cereals ready-to-eat, plain, toasted, wheat erm",382,11,49.60 ,29.10
"Soup, ready-to-serve, chunky, canned, minestrone",53,1.2,8.64 ,2.13
"Fish, with skin (Alaska Native), cooked, halibut",113,2.7,0.00 ,22.13
"Steelhead trout, flesh (Shoshone Bannock), dried",382,8.1,0.00 ,77.27
"Fish, raw (Alaska Native), sockeye (red), salmon",153,7.3,0.00 ,21.94
"USDA Commodity, cooked, frozen, turkey taco meat",148,7.6,3.03 ,16.80
"Pasta, as purchased, spinach, fresh-refrierated",289,2.1,55.72 ,11.26
"Sauce, ready-to-serve, spahetti/marinara, pasta",50,1.6,7.43 ,1.39
"SWANSON BROTH, Certified Oranic Veetable Broth",5,0,1.28 ,0.00
"PIZZA HUT 14"" Pepperoni Pizza, Hand-Tossed Crust",291,13,32.11 ,12.23
"Alcoholic beverae, Semillon, white, table, wine",82,0,3.12 ,0.07
"KELLO'S, Honey Oat, Waffles, NUTRI-RAIN, EO",268,8.6,44.10 ,6.60
"KELLO'S, Blueberry, Waffles, NUTRI-RAIN, EO",257,7.8,43.60 ,6.20
